id,word,answer,hint,category
860,鼻であしらう,はなであしらう,相手を軽く見て、いい加減な態度で対応すること,慣用句
861,胸に手を当てる,むねにてをあてる,自分の良心に問いかけること、反省すること,慣用句
862,肩を張る,かたをはる,威張った態度をとること、得意になること,慣用句
863,口を利く,くちをきく,話すこと。また、仲介すること,慣用句
864,唇を噛む,くちびるをかむ,悔しさや怒りをこらえたり、決意を固めたりする様子,慣用句
865,腹が鳴る,はらがなる,空腹で胃が音を立てること。転じて、何かを強く求める気持ち,慣用句
866,頭が固い,あたまがかたい,考え方が柔軟でないこと、融通が利かないこと,慣用句
867,一日の長,いちにちのちょう,わずかばかり優れていること、少し経験が多いこと,慣用句
868,以て瞑すべし,もってめいすべし,思い残すことがなく、安らかに死ねること。目標達成などで使う,ことわざ
869,虎の巻,とらのまき,秘伝書、教科書や参考書の解答集など、成功の秘訣が書かれたもの,慣用句
870,地の利,ちのり,その土地の地理的条件がもたらす有利な点,慣用句
871,立つ瀬がない,たつせがない,自分の立場や面目が立たないこと,慣用句
872,二の句が継げない,にのくがつげない,あまりのことに言葉が出ないこと、呆れて何も言えないこと,慣用句
873,口を窄める,くちをすぼめる,不満や不機嫌な様子を表すこと。,慣用句
874,胸を焦がす,むねをこがす,あるものへの思いが募り、心を強く惹かれること。,慣用句
875,足を止める,あしをとめる,立ち止まる。また、行動を中断すること。,慣用句
876,手に取るよう,てにとるよう,物事の様子がはっきりとわかるさま。,慣用句
877,目が覚める,めがさめる,はっと気づいたり、深く反省したりすること。,慣用句
878,耳に入れる,みみにいれる,人に聞かせる。また、話を聞く。,慣用句
879,眉を上げる,まゆをあげる,驚きや不審の表情を見せること。,慣用句
880,胸を突く,むねをつく,深く感動させたり、はっとさせたりすること。,慣用句
881,腹が据わる,はらがすわる,覚悟が決まって、物事に動じないこと。,慣用句
882,足がつく,あしがつく,犯人などの足取りが判明すること。,慣用句
883,気が乗る,きがのる,あることをする意欲がわくこと。,慣用句
884,喉が鳴る,のどがなる,食べたい気持ちが非常に強いこと。,慣用句
885,手を染める,てをそめる,ある事に手を出す。多くは好ましくないことや、未経験のことに使う。,慣用句
886,水を得た魚,みずをえたうお,自分に合った環境で、生き生きと活躍する様子。,慣用句
887,提灯持ち,ちょうちんもち,人を褒めそやして媚びへつらう人。また、その行為。,慣用句
888,袖を連ねる,そでをつらねる,多くの人が集まること。,慣用句
889,手を広げる,てをひろげる,事業や活動の範囲を広げること。,慣用句
890,根を張る,ねをはる,ある場所にしっかりと定着し、勢力を固めること。,慣用句
891,息を吹き返す,いきをふきかえす,一度衰退したものが再び勢いを取り戻すこと。,慣用句
892,肝を煎る,きもをいる,心配や不安で心を痛めること。,慣用句
893,身を乗り出す,みをのりだす,興味を持って前のめりになること。,慣用句
894,袖をまくる,そでをまくる,本気になって物事に取り組むこと。,慣用句
895,目処が立つ,めどがたつ,見通しがつくこと。,慣用句
896,歯止めをかける,はどめをかける,進行を食い止めること。,慣用句
897,目が高い,めがたかい,物の価値を見抜く力があること。,慣用句
898,顔を潰す,かおをつぶす,相手の面目を失わせること。,慣用句
899,蓋をする,ふたをする,問題や不都合なことを隠したり、見て見ぬふりをしたりすること。,慣用句
900,情けをかける,なさけをかける,恵みや同情を与える。,慣用句
901,手の施しようがない,てのほどこしようがない,手段が尽き、どうすることもできない。,慣用句
902,顔が曇る,かおがくもる,心配や不満などで表情が暗くなる。,慣用句
903,眉間にしわを寄せる,みけんにしわをよせる,不機嫌や不満、考え込む様子を表す。,慣用句
904,舌が回る,したがまわる,口が達者でよくしゃべる。また、物事を言い繕う。,慣用句
905,首をすくめる,くびをすくめる,怖がったり、困惑したりして、首を縮める。,慣用句
906,猫をかぶる,ねこをかぶる,本性を隠して、おとなしそうに装う。,慣用句
907,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食べ過ぎず腹八分目にしておけば、病気にならず医者にかかることもない。,ことわざ
908,早寝早起き病知らず,はやねはやおきやまいしらず,早寝早起きは健康の秘訣であるということ。,ことわざ
909,類は友を呼ぶ,るいはともをよぶ,気の合う者同士は自然と集まるものだということ。,ことわざ
910,瓜の蔓に茄子はならぬ,うりのつるになすびはならぬ,平凡な親からは平凡な子しか生まれない。,ことわざ
911,親しき仲にも礼儀あり,したしきなかにもれいぎあり,どんなに親しい間柄でも、礼儀はきちんと守るべきである,ことわざ
912,待てば海路の日和あり,まてばかいろのひよりあり,じっと待っていれば、いつか良い機会が巡ってくる,ことわざ
913,類は友を呼ぶ,るいはともをよぶ,似た者同士は自然と集まり、仲間になる,ことわざ
914,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食事は腹八分目にしておけば、病気をせず健康でいられるということ,ことわざ
915,早寝早起き病知らず,はやねはやおきやまいしらず,早寝早起きは健康の秘訣であるということ,ことわざ
916,焼け太り,やけぶとり,一度損害を受けた後、以前よりも裕福になること,ことわざ
917,頭隠して尻隠さず,あたまかくしてしりかくさず,悪い部分の一部だけ隠して全部隠したつもりになっていること,ことわざ
918,立つ瀬がない,たつせがない,自分の立場や面目がなくなる,ことわざ
919,お里が知れる,おさとがしれる,言動で育ちや品性がわかる,ことわざ
920,お門違い,おかどちがい,見当違いであること,ことわざ
921,臍を噛む,ほぞをかむ,後悔してもしきれないこと,ことわざ
922,下手な考え休むに似たり,へたなかんがえやすむににたり,中途半端な知識や思案は、何も考えないのと同じで、かえって害になるということ,ことわざ
923,窮余の一策,きゅうよのいっさく,苦しまぎれに考え出した一つの策,ことわざ
924,尻が重い,しりがおもい,行動に移すのが遅い,慣用句
925,間が持たない,まがもたない,退屈でどうしたらよいかわからない,慣用句
926,身が入る,みがいいる,精神を集中させる,慣用句
927,顔に書いてある,かおにかいてある,感情が表情にはっきり表れている,慣用句
928,声を荒らげる,こえをあらげる,大声で怒鳴る,慣用句
929,足の裏の飯,あしのうらのめし,取るに足らない、どうでもよいもの,慣用句
930,鼻であしらう,はなであしらう,相手を軽く見て、いい加減な態度で対応する,慣用句
931,胸に手を当てる,むねにてをあてる,自らの良心に問いかける,慣用句
932,肩を張る,かたをはる,威張る、強気な態度をとる,慣用句
933,口を利く,くちをきく,物を言う、仲介する,慣用句
934,目が眩む,めがくらむ,欲などに心を奪われる,慣用句
935,手に余る,てにあまる,自分の力ではどうしようもない,慣用句
936,気が晴れる,きがはれる,心配や鬱憤がなくなる,慣用句
937,背中を押す,せなかをおす,決断を促したり、行動を後押ししたりする,慣用句
938,口を窄める,くちをすぼめる,不満や軽蔑の表情をする,慣用句
939,胸を焦がす,むねをこがす,ある人や物事を強く慕い、思い悩む,慣用句
940,足を止める,あしをとめる,立ち止まる、関心を持つ,慣用句
941,手に取るよう,てにとるよう,目の前にあるかのように鮮明にわかる,慣用句
942,眉を上げる,まゆをあげる,驚きや不満の表情をする,慣用句
943,腹が据わる,はらがすわる,度胸が座る,慣用句
944,足がつく,あしがつく,手がかりが見つかる、疑いが晴れる,慣用句
945,気が乗る,きがのる,乗り気になる,慣用句
946,喉が鳴る,のどがなる,食べたいものなどを前にして期待で興奮する,慣用句
947,息を吹き返す,いきをふきかえす,一度途絶えたものが再び活力を得る,慣用句
948,肝を煎る,きもをいる,心配や不安で心を痛める,慣用句
949,袖をまくる,そでをまくる,本気で事に当たる準備をする,慣用句
950,目処が立つ,めどがたつ,見通しがつく、解決の糸口が見える,慣用句
951,歯止めをかける,はどめをかける,進行を抑える、制限を加える,慣用句
952,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食事は満腹せず八分目にしておけば、健康で医者にかかる必要がない,ことわざ
953,早寝早起き病知らず,はやねはやおきやまいしらず,早く寝て早く起きる者は病気にならないということ,ことわざ
954,類は友を呼ぶ,るいはともをよぶ,気の合う者や似た者同士は自然と集まるということ,ことわざ
955,下手な考え休むに似たり,へたなかんがえやすむににたり,下手にあれこれ考えてもろくな結果にならないので、何もしないほうがましだということ,ことわざ
956,地獄の釜の蓋が開く,じごくのかまのふたがあく,非常に忙しいことや、ひどく人が殺されるような事態になること,ことわざ
957,当たらずとも遠からず,あたらずともとおからず,完全に正しいわけではないが、ほぼ見当がついていること,ことわざ
958,三方一両損,さんぽういちりょうぞん,三者全員が均等に損をするが、結果として丸く収まること,ことわざ
959,腹が鳴る,はらがなる,空腹を覚える,慣用句
960,手に余る,てにあまる,自分の能力や力では対処しきれない,慣用句
961,気が晴れる,きがはれる,心配事や憂鬱な気分がなくなる,慣用句
962,舌が肥える,したがこえる,美味しいものや上質なものを食べ慣れて味覚が鋭くなる,慣用句
963,背中を押す,せなかをおす,決断を迷っている人に、行動を促す,慣用句
964,足を止める,あしをとめる,その場に立ち止まる、または、進行を中断する,慣用句
965,目が覚める,めがさめる,眠りから覚める、または、はっと気づく,慣用句
966,耳に入れる,みみにいれる,噂や情報などを聞く,慣用句
967,眉を上げる,まゆをあげる,驚きや不満などを顔に出す,慣用句
968,胸を突く,むねをつく,感動や驚きが強く心に迫る,慣用句
969,腹が据わる,はらがすわる,どんな事態にも動じない覚悟ができる,慣用句
970,足がつく,あしがつく,事件の真相などが明らかになる,慣用句
971,気が乗る,きがのる,物事を行う意欲がわく,慣用句
972,喉が鳴る,のどがなる,何かを強く欲しがる気持ちを表す,慣用句
973,手を染める,てをそめる,ある仕事や悪事に初めて関わる,慣用句
974,息を吹き返す,いきをふきかえす,一度は衰えたものが再び勢いを盛り返す,慣用句
975,肝を煎る,きもをいる,ひどく心配する,慣用句
976,身を乗り出す,みをのりだす,興味を持って前のめりになる,慣用句
977,袖をまくる,そでをまくる,いざという時に意気込んで準備をする,慣用句
978,目処が立つ,めどがたつ,見通しが立つ、解決の方向が見える,慣用句
979,歯止めをかける,はどめをかける,進行や悪化を食い止める,慣用句
980,目が高い,めがたかい,良いものを見分ける力がある,慣用句
981,顔を潰す,かおをつぶす,他人の名誉を傷つける,慣用句
982,水を得た魚,みずをえたうお,得意な環境や状況で生き生きとすること,慣用句
983,提灯持ち,ちょうちんもち,人を持ち上げておだてること、またその人,慣用句
984,天狗になる,てんぐになる,自慢して得意になること,慣用句
985,親しき仲にも礼儀あり,したしきなかにもれいぎあり,どんなに親しい関係でも、守るべき礼儀はある,ことわざ
986,類は友を呼ぶ,るいはともをよぶ,似た者同士は自然と集まる,ことわざ
987,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食べ過ぎず腹八分目にしておけば病気にならない,ことわざ
988,早寝早起き病知らず,はやねはやおきやまいしらず,早寝早起きは健康の秘訣である,ことわざ
989,下手な考え休むに似たり,へたなかんがえやすむににたり,中途半端な考えでは、何もしないのと同じである,ことわざ
990,地獄の釜の蓋が開く,じごくのかまのふたがあく,人々が忙しく動き回る年末などの時期,ことわざ
991,当たらずとも遠からず,あたらずともとおからず,完全に正しくはないが、大きく外れてもいない,ことわざ
992,三方一両損,さんぽういちりょうぞん,三者がそれぞれ少しずつ損をすることで、全体が丸く収まること,ことわざ
993,口を窄める,くちをすぼめる,不満や不機嫌な顔をする,慣用句
994,腹が鳴る,はらがなる,空腹で胃が音を立てる,慣用句
995,目が眩む,めがくらむ,欲深さや誘惑で判断力がなくなる,慣用句
996,手に余る,てにあまる,自分の能力や手に負えない,慣用句
997,舌が肥える,したがこえる,美味しいものや上質なものの味がわかるようになる,慣用句
998,背中を押す,せなかをおす,人の行動を促したり、励ましたりする,慣用句
999,胸を焦がす,むねをこがす,恋しさや心配で心が苦しくなる,慣用句
1000,足を止める,あしをとめる,立ち止まる。関心を寄せる,慣用句
1001,目が覚める,めがさめる,はっと気づく。夢から覚める,慣用句
1002,耳に入れる,みみにいれる,人に話して聞かせる,慣用句
1003,眉を上げる,まゆをあげる,驚きや疑念を表す,慣用句
1004,胸を突く,むねをつく,感動や衝撃を受ける,慣用句
1005,腹が据わる,はらがすわる,度胸がある。覚悟を決める,慣用句
1006,気が乗る,きがのる,あることをする気持ちになる,慣用句
1007,手を染める,てをそめる,ある事に手を出し始める,慣用句
1008,息を吹き返す,いきをふきかえす,一度途絶えかけたものが、再び勢いを取り戻す,慣用句
1009,身を乗り出す,みをのりだす,興味津々で、前のめりになる,慣用句
1010,腕を組む,うでをくむ,考え込む。傍観する,慣用句
1011,水を得た魚,みずをえたうお,自分の能力を存分に発揮できる場所や状況を得る,慣用句
1012,口を窄める,くちをすぼめる,不満や不機嫌な気持ちを表す,慣用句
1013,目が眩む,めがくらむ,あるものに心が奪われて判断力を失う,慣用句
1014,手に余る,てにあまる,自分の能力を超えていて対処できない,慣用句
1015,舌が肥える,したがこえる,美味しいものがわかるようになる,慣用句
1016,背中を押す,せなかをおす,人の決断や行動を後押しする,慣用句
1017,鼻をうごめかす,はなをうごめかす,何かを探る様子,慣用句
1018,一日の長,いちにちのちょう,わずかながら経験や能力が優れている,慣用句
1019,以て瞑すべし,もってめいすべし,安心して死ねるくらい悔いがないこと,故事成語
1020,虎の巻,とらのまき,秘密の教本、参考書,慣用句
1021,地の利,ちのり,地理的な条件が有利に働くこと,慣用句
1022,二の句が継げない,にのくがつげない,驚きやあきれで次の言葉が出ない,慣用句
1023,頭隠して尻隠さず,あたまかくしてしりかくさず,悪事の一部を隠して全てを隠したつもりになっていること,ことわざ
1024,お里が知れる,おさとがしれる,言動で育ちや品位がわかる,慣用句
1025,臍を噛む,ほぞをかむ,後悔しても及ばないこと,慣用句
1026,袖を振る,そでをふる,惜別や合図のしぐさ,慣用句
1027,耳が痛い,みみがいたい,自分の弱点や欠点を指摘されて聞くのがつらい,慣用句
1028,首を傾げる,くびをかしげる,疑問に思って考える,慣用句
1029,胸を焦がす,むねをこがす,ある人を強く慕う,慣用句
1030,足を止める,あしをとめる,立ち止まる,慣用句
1031,手に取るよう,てにとるよう,目の前に見るように具体的でわかりやすい,慣用句
1032,目が覚める,めがさめる,眠りから覚める、はっと気づく,慣用句
1033,眉を上げる,まゆをあげる,驚きや喜びを表す,慣用句
1034,足がつく,あしがつく,犯人などが捜索される手がかりが見つかる,慣用句
1035,気が乗る,きがのる,あることをする気分になる,慣用句
1036,息を吹き返す,いきをふきかえす,一度途絶えかけたものが再び盛んになる,慣用句
1037,袖をまくる,そでをまくる,意気込んで仕事にとりかかる,慣用句
1038,水を得た魚,みずをえたうお,自分に合った環境で生き生きと活躍する,慣用句
1039,提灯持ち,ちょうちんもち,人を褒めそやすこと,慣用句
1040,袖を連ねる,そでをつらねる,同じ場所に集まる,慣用句
1041,手を広げる,てをひろげる,事業などを大きくする,慣用句
1042,根を張る,ねをはる,その土地にしっかりと定着する,慣用句
1043,蓋をする,ふたをする,問題などを一時的に解決する,慣用句
1044,顔を潰す,かおをつぶす,面目を失わせる,慣用句
1045,天狗になる,てんぐになる,自慢して得意になる,慣用句
1046,袖を連ねる,そでをつらねる,同じ目的のために集まること,慣用句
1047,根を張る,ねをはる,その土地にしっかりと定着すること,慣用句
1048,息を吹き返す,いきをふきかえす,絶望的な状況から再び立ち直ること,慣用句
1049,肝を煎る,きもをいる,心配でひどく苦労すること,慣用句
1050,身を乗り出す,みをのりだす,興味を持って、積極的に関わろうとすること,慣用句
1051,袖をまくる,そでをまくる,本気になって物事に取り組むこと,慣用句
1052,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食べ過ぎず腹八分目にしておけば、病気にならず医者にかかる必要がないということ,ことわざ
1053,類は友を呼ぶ,るいはともをよぶ,気質の似た者や同類は自然と集まるということ,ことわざ
1054,当たらずとも遠からず,あたらずともとおからず,完全に合ってはいなくても、だいたい見当がついていること,ことわざ
1055,下手な考え休むに似たり,へたなかんがえやすむににたり,よく考えないで行動するよりは、何もしない方がましだということ,ことわざ
1056,地獄の釜の蓋が開く,じごくのかまのふたがあく,非常に忙しく、手が回らない状態になること,ことわざ
1057,三方一両損,さんぽういちりょうぞん,三者それぞれが譲り合い、少しずつ損をすることで円満に解決すること,ことわざ
1058,烏合の衆,うごうのしゅう,統率がなく、ただ集まっているだけの頼りにならない集団,故事成語
1059,隔世の感,かくせいのかん,昔と今とで世の中の様子がすっかり変わってしまい、別世界のように感じること,故事成語
1060,無用の長物,むようのちょうぶつ,大きくて立派だが、役に立たず邪魔になるだけのもの,故事成語
1061,窮余の一策,きゅうよのいっさく,苦しまぎれに考え出した、最後の手段,故事成語
1062,焼け太り,やけぶとり,災害などで損害を受けたにもかかわらず、かえって以前より裕福になること,故事成語
1063,口を窄める,くちをすぼめる,口を小さくすぼめる,慣用句
1064,腹が鳴る,はらがなる,空腹の合図,慣用句
1065,目が眩む,めがくらむ,誘惑に目がくらむ、目まいがする,慣用句
1066,手に余る,てにあまる,自分の能力では対処しきれない,慣用句
1067,気が晴れる,きがはれる,心配事がなくなり、すっきりする,慣用句
1068,背中を押す,せなかをおす,決断を後押しする,慣用句
1069,鼻をうごめかす,はなをうごめかす,何かを嗅ぎつけようとする様子,慣用句
1070,胸を焦がす,むねをこがす,恋焦がれる、思い悩む,慣用句
1071,足を止める,あしをとめる,進行を停止する、立ち止まる,慣用句
1072,手に取るよう,てにとるよう,はっきりとわかる様子,慣用句
1073,耳に入れる,みみにいれる,聞かせる、知らせる,慣用句
1074,眉を上げる,まゆをあげる,驚きや不審の表情,慣用句
1075,胸を突く,むねをつく,言葉や出来事が心に強く響く,慣用句
1076,腹が据わる,はらがすわる,覚悟を決めて動じない,慣用句
1077,足がつく,あしがつく,犯行が明らかになる,慣用句
1078,気が乗る,きがのる,物事をする意欲が湧く,慣用句
1079,喉が鳴る,のどがなる,食欲や欲求がある,慣用句
1080,手を染める,てをそめる,ある事柄に関わり始める,慣用句
1081,息を吹き返す,いきをふきかえす,一度衰えたものが勢いを取り戻す,慣用句
1082,歯止めをかける,はどめをかける,進行を阻止する、抑制する,慣用句
1083,目が高い,めがたかい,良いものを見抜く力がある,慣用句
1084,顔を潰す,かおをつぶす,相手の面目を失わせる,慣用句
1085,水を得た魚,みずをえたうお,自分の能力を発揮できる場所を得て生き生きする,ことわざ
1086,提灯持ち,ちょうちんもち,人をごますりして持ち上げる人,慣用句
1087,袖を連ねる,そでをつらねる,同じ場所で行動を共にする,慣用句
1088,手を広げる,てをひろげる,事業や活動の範囲を広げる,慣用句
1089,根を張る,ねをはる,しっかりと定着する,慣用句
1090,烏合の衆,うごうのしゅう,規律も統率もなく集まった人々,故事成語
1091,隔世の感,かくせいのかん,以前とは時代が隔たったように感じられること,慣用句
1092,無用の長物,むようのちょうぶつ,あっても役に立たないもの,ことわざ
1093,窮余の一策,きゅうよのいっさく,苦しまぎれの策,慣用句
1094,焼け太り,やけぶとり,災害などでかえって得をすること,慣用句
1095,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食べ過ぎず適度にしておけば健康でいられる,ことわざ
1096,早寝早起き病知らず,はやねはやおきやまいしらず,早寝早起きは健康に良い,ことわざ
1097,類は友を呼ぶ,るいはともをよぶ,気質の似た者同士は自然と集まる,ことわざ
1098,下手な考え休むに似たり,へたなかんがえやすむににたり,つまらない考えはしない方がましである,ことわざ
1099,地獄の釜の蓋が開く,じごくのかまのふたがあく,盆の期間に死者が戻ってくること,ことわざ
1100,当たらずとも遠からず,あたらずともとおからず,完全に正確ではないが、だいたい合っている,慣用句
1101,三方一両損,さんぽういちりょうぞん,三者とも同程度の損失を被ること,慣用句
1102,情けをかける,なさけをかける,哀れんで親切にする,慣用句
1103,手の施しようがない,てのほどこしようがない,どうすることもできない状態,慣用句
1104,顔が曇る,かおがくもる,心配や不満などで表情が暗くなる,慣用句
1105,眉間にしわを寄せる,みけんにしわをよせる,不快や不満、考え事をしている様子,慣用句
1106,舌が回る,したがまわる,口が達者である,慣用句
1107,首をすくめる,くびをすくめる,恐縮したり、怯えたりする,慣用句
1108,猫をかぶる,ねこをかぶる,本性を隠しておとなしく見せる,慣用句
1109,天狗になる,てんぐになる,自慢してうぬぼれる,慣用句
1110,腕を組む,うでをくむ,考え事をする、傍観する,慣用句
1111,拍子木を打つ,ひょうしぎをうつ,物事の始まりや合図を知らせる,慣用句
1112,目くじらを立てる,めくじらをたてる,他人の欠点を厳しくとがめる,慣用句
1113,寝たふり,ねたふり,知らないふりをする,慣用句
1114,泥をかぶる,どろをかぶる,他人の罪や失敗を一身に引き受ける,慣用句
1115,身を引く,みをひく,責任を取って辞任する、関係を断つ,慣用句
1116,骨を拾う,ほねをひろう,故人の遺志を受け継ぐ、後始末をする,慣用句
1117,鼻を鳴らす,はなをならす,不満や甘えを表現する,慣用句
1118,後ろ髪を引かれる,うしろがみをひかれる,未練があって立ち去りがたい,慣用句
1119,虫の居所が悪い,むしのいどころがわるい,機嫌が悪い、怒りっぽい,慣用句
1120,白い目で見られる,しろいめでみられる,冷たい視線で見られる,慣用句
1121,目の敵にする,めのかたきにする,ひどく嫌って敵視する,慣用句
1122,髪の毛一本通さない,かみのけいっぽんとおさない,少しの隙もない,慣用句
1123,箸にも棒にもかからない,はしにもぼうにもかからない,何の役にも立たない,ことわざ
1124,ぬれぎぬを着せられる,ぬれぎぬをきせられる,無実の罪を着せられる,慣用句
1125,一か八か,いちかばちか,成功するか失敗するか運を天に任せる,慣用句
1126,尻尾を出す,しっぽをだす,悪事などがばれる,慣用句
1127,腹が黒い,はらがくろい,内心に悪巧みがある,慣用句
1128,白を切る,しらをきる,知っているのに知らないふりをする,慣用句
1129,他人事ではない,ひとごとではない,自分にも関係のあることである,慣用句
1130,青筋を立てる,あおすじをたてる,激しく怒る,慣用句
1131,膝を乗り出す,ひざをのりだす,興味を持って身を乗り出す,慣用句
1132,鼻をへし折る,はなをへしおる,思い上がった気持ちをくじく,慣用句
1133,火の消えたよう,ひのきえたよう,活気がなく静まり返っている様子,慣用句
1134,鬼の首を取ったよう,おにのくびをとったよう,大きな手柄を立てて得意になっている様子,慣用句
1135,地に足がつかない,ちにあしがつかない,現実離れして浮ついている,慣用句
1136,弾みがつく,はずみがつく,勢いがつく,慣用句
1137,風の前の塵,かぜのまえのちり,はかないもののたとえ,慣用句
1138,口八丁手八丁,くちはっちょうてはっちょう,口も手もよく働くこと,慣用句
1139,指をくわえる,ゆびをくわえる,傍観している,慣用句
1140,耳を澄ます,みみをすます,注意して聞く,慣用句
1141,手を拱く,てをこまねく,何もしないでいる,慣用句
1142,泥仕合,どろじあい,醜い争い,慣用句
1143,目の色を変える,めのいろをかえる,必死になる、態度が急変する,慣用句
1144,後ろ指を指される,うしろゆびをさされる,陰で非難される,慣用句
1145,肩を怒らせる,かたをいからせる,憤慨して、肩を張る様子,慣用句
1146,頭をひねる,あたまをひねる,難しい問題について考え込む,慣用句
1147,袖にすがる,そでにすがる,人に頼み事をしたり、助けを求めたりする,慣用句
1148,茶番に付き合う,ちゃばんにつきあう,馬鹿げた芝居に付き合う,慣用句
1149,血道を上げる,ちみちをあげる,あることに夢中になり、前後を顧みない,慣用句
1150,根を下ろす,ねをおろす,定着する,慣用句
1151,親しき仲にも礼儀あり,したしきなかにもれいぎあり,どんなに親しい間柄でも、礼儀を忘れてはいけない,ことわざ
1152,猫の目のように変わる,ねこのめのようにかわる,物事の状況や心変わりが非常に激しいこと,ことわざ
1153,下手な考え休むに似たり,へたなかんがえやすむににたり,中途半端な知識や考えで物事を行うのは、何もしないのと同じくらい無益である,ことわざ
1154,地獄の釜の蓋が開く,じごくのかまのふたがあく,寒い冬の終わりを告げる頃。また、悪行がはびこること,ことわざ
1155,当たらずとも遠からず,あたらずともとおからず,完全に正解ではないが、ほぼ見当が付いていること,ことわざ
1156,三方一両損,さんぽういちりょうぞん,全員が少しずつ損をして、結果的に丸く収まること,ことわざ
1157,腹八分目に医者いらず,はらはちぶんめにいしゃいらず,食べ過ぎず、腹八分目にしておけば、病気にならず医者にかかる必要がないということ,ことわざ
1158,早寝早起き病知らず,はやねはやおきやまいしらず,早く寝て早く起きる健康的な生活習慣は病気にならないということ,ことわざ
1159,類は友を呼ぶ,るいはともをよぶ,性質や趣味の似た者同士は自然に集まるものだということ,ことわざ
1160,提灯に釣り鐘,ちょうちんにつりがね,不釣り合いな二つのものを比べるときに使う,ことわざ
1161,火中の栗を拾う,かちゅうのくりをひろう,他人のために危険を冒すこと,ことわざ
1162,頭を丸める,あたまをまるめる,出家する、謝罪のために髪を切る,慣用句
1163,腕を撫す,うでをなでる,腕前を披露しようと気負う,慣用句
1164,後ろ暗い,うしろぐらい,過去に不正や隠し事がある,慣用句
1165,大手を振る,おおでをふる,堂々と、遠慮なく振る舞う,慣用句
1166,お墨付き,おすみつき,権威のある人からのお墨付き,慣用句
1167,顔に似合わず,かおににあわず,外見からは想像できないような言動をすること,慣用句
1168,気が短い,きがみじかい,我慢強くない,慣用句
1169,指をさす,ゆびをさす,非難する、指示する,慣用句
1170,独り相撲,ひとりずもう,相手がいないのに、勝手に張り切ったりする,慣用句
1171,雀の戸締り,すずめのとじまり,無意味な用心のこと,慣用句
1172,袖に余る,そでにあまる,自分の能力を超えること,慣用句
1173,つむじ風,つむじかぜ,急な変化や出来事のこと,慣用句
1174,臍を固める,へそをかためる,覚悟を決める,慣用句
1175,埒が明く,らちがあく,物事が解決する、結論が出る,慣用句
1176,花を持たせる,はなをもたせる,相手に手柄や名誉を譲る,慣用句
1177,鷹揚に構える,おうようにかまえる,ゆったりと構える,慣用句
1178,血の気が引く,ちのけがひく,驚きや恐怖で顔色が悪くなる,慣用句
1179,歯切れが良い,はぎれがよい,言葉がはっきりしている,慣用句
1180,火遊びをする,ひあそびをする,危険な行動をする,慣用句
1181,骨が折れる,ほねがおれる,苦労や手間がかかる,慣用句
1182,目に余る,めにあまる,見ていられないほどひどい,慣用句
1183,耳目を集める,じもくをあつめる,人々の注目を集める,慣用句
1184,蚊帳の外,かやのそと,関係のないところに置かれて、蚊帳の外から見ているような状態,慣用句
1185,高を止める,たかをやめる,強気な態度をやめる,慣用句
1186,脛を出す,すねをだす,金銭的な援助を求める,慣用句
1187,鼻持ちならない,はなもちならない,傲慢で不愉快である,慣用句
1188,手際が良い,てぎわがよい,物事を要領よく処理する,慣用句
1189,足が地につかない,あしがちにつかない,落ち着かない、現実離れしている,慣用句
1190,息を殺す,いきをころす,物音を立てないように静かにする,慣用句
1191,腕が鳴る,うでがなる,自分の腕前を試したくてうずうずする,慣用句
1192,顔を出す,かおをだす,会合などに出席する,慣用句
1193,肩の荷が下りる,かたのにがおりる,重責や負担から解放されてほっとする,慣用句
1194,気が置けない,きがおけない,気兼ねなく付き合える,慣用句
1195,腰を据える,こしをすえる,落ち着いて物事に取り組む,慣用句
1196,目がない,めがない,非常に好きで我を忘れる,慣用句
1197,耳を傾ける,みみをかたむける,熱心に聞く,慣用句
1198,鼻が高い,はながたかい,自慢できること,慣用句
1199,胸をなでおろす,むねをなでおろす,心配事が解決して安心する,慣用句
1200,腰が低い,こしがひくい,謙虚な態度である,慣用句
1201,心を鬼にする,こころをおににする,厳しい態度をとる,慣用句
1202,水に流す,みずにながす,過去の出来事をなかったことにする,慣用句
1203,口を滑らす,くちをすべらす,うっかり話してはいけないことを言う,慣用句
1204,目を皿にする,めをさらにする,目を大きく開いて注意深く見る,慣用句
1205,歯が立たない,はがたたない,相手が強すぎて太刀打ちできない,慣用句
1206,肩を落とす,かたをおとす,失望してがっかりする,慣用句
1207,腹が立つ,はらがたつ,怒りがこみ上げる,慣用句
1208,目を瞑る,めをつぶる,見て見ぬふりをする、死ぬ,慣用句
1209,鼻にかける,はなにかける,得意がる、自慢する,慣用句
1210,耳を疑う,みみをうたがう,信じられないことを聞く,慣用句
1211,足元を見る,あしもとをみる,相手の弱みにつけこむ,慣用句
1212,手塩にかける,てしおにかける,自分で世話をして育てる,慣用句
1213,顔から火が出る,かおからひがでる,非常に恥ずかしい,慣用句
1214,頭が上がらない,あたまがあがらない,恩義を受けて対等に渡り合えない,慣用句
1215,口裏を合わせる,くちうらをあわせる,前もって相談して証言を一致させる,慣用句
